pecha id,language,url
P85CAE8AD,sa,https://github.com/OpenPecha/P85CAE8AD
P365A75AC,zh,https://github.com/OpenPecha/P365A75AC
PC35AFAFC,zh,https://github.com/OpenPecha/PC35AFAFC
P73CB3C25,bo,https://github.com/OpenPecha/P73CB3C25
P7897FB7B,en,https://github.com/OpenPecha/P7897FB7B
